timestamp,region,temperature,rainfall,soil_moisture
2024-07-31 06:00:00,Mumbai,30.05,0.0,0.421
2024-07-31 12:00:00,Mumbai,33.86,0.0,0.335
2024-07-31 18:00:00,Mumbai,33.16,0.0,0.286
2024-08-01 00:00:00,Pune,39.21,0.0,0.316
2024-08-01 06:00:00,Mumbai,33.85,0.0,0.282
2024-08-01 12:00:00,Pune,37.04,0.0,0.38
2024-08-01 18:00:00,Nashik,35.44,3.8,0.314
2024-08-02 00:00:00,Mumbai,34.08,0.0,0.324
2024-08-02 06:00:00,Pune,35.41,0.0,0.292
2024-08-02 12:00:00,Mumbai,33.82,0.0,0.283
2024-08-02 18:00:00,Pune,32.76,0.0,0.358
2024-08-03 00:00:00,Mumbai,30.32,0.6,0.411
2024-08-03 06:00:00,Mumbai,28.84,0.0,0.305
2024-08-03 12:00:00,Mumbai,30.42,0.0,0.394
2024-08-03 18:00:00,Pune,33.25,0.0,0.238
2024-08-04 00:00:00,Mumbai,34.97,0.0,0.31
2024-08-04 06:00:00,Mumbai,31.64,0.0,0.372
2024-08-04 12:00:00,Mumbai,34.92,46.4,0.53
2024-08-04 18:00:00,Pune,36.57,14.0,0.341
2024-08-05 00:00:00,Nashik,32.92,0.0,0.349
2024-08-05 06:00:00,Nashik,38.1,0.0,0.257
2024-08-05 12:00:00,Nashik,33.34,0.0,0.391
2024-08-05 18:00:00,Mumbai,27.9,0.0,0.344
2024-08-06 00:00:00,Nashik,34.12,0.0,0.266
2024-08-06 06:00:00,Mumbai,33.79,0.0,0.323
2024-08-06 12:00:00,Pune,36.29,0.0,0.273
2024-08-06 18:00:00,Pune,35.94,0.0,0.418
2024-08-07 00:00:00,Pune,35.15,0.0,0.428
2024-08-07 06:00:00,Pune,37.98,0.0,0.433
2024-08-07 12:00:00,Mumbai,33.49,0.0,0.31
2024-08-07 18:00:00,Mumbai,35.69,0.0,0.193
2024-08-08 00:00:00,Nashik,37.29,0.0,0.293
2024-08-08 06:00:00,Mumbai,35.93,16.3,0.404
2024-08-08 12:00:00,Mumbai,36.58,0.0,0.32
2024-08-08 18:00:00,Mumbai,30.66,0.0,0.31
2024-08-09 00:00:00,Pune,35.07,0.0,0.366
2024-08-09 06:00:00,Mumbai,32.22,0.0,0.334
2024-08-09 12:00:00,Nashik,35.2,0.0,0.245
2024-08-09 18:00:00,Pune,38.17,0.0,0.361
2024-08-10 00:00:00,Nashik,36.15,7.2,0.314
2024-08-10 06:00:00,Pune,35.7,0.0,0.376
2024-08-10 12:00:00,Pune,36.92,0.0,0.229
2024-08-10 18:00:00,Nashik,35.2,0.0,0.306
2024-08-11 00:00:00,Pune,33.66,0.0,0.323
2024-08-11 06:00:00,Nashik,32.76,0.0,0.3
2024-08-11 12:00:00,Nashik,33.98,0.0,0.427
2024-08-11 18:00:00,Mumbai,37.24,0.0,0.328
2024-08-12 00:00:00,Pune,40.14,0.9,0.322
2024-08-12 06:00:00,Nashik,34.02,0.0,0.328
2024-08-12 12:00:00,Mumbai,36.03,32.1,0.393
2024-08-12 18:00:00,Mumbai,31.56,0.0,0.269
2024-08-13 00:00:00,Pune,38.25,0.0,0.335
2024-08-13 06:00:00,Nashik,35.84,2.6,0.305
2024-08-13 12:00:00,Nashik,37.08,0.0,0.368
2024-08-13 18:00:00,Nashik,44.81,9.4,0.34
2024-08-14 00:00:00,Pune,37.74,3.1,0.34
2024-08-14 06:00:00,Pune,35.1,0.0,0.265
2024-08-14 12:00:00,Nashik,35.17,0.0,0.262
2024-08-14 18:00:00,Mumbai,35.61,0.0,0.288
2024-08-15 00:00:00,Pune,36.83,0.0,0.354
2024-08-15 06:00:00,Mumbai,31.61,0.0,0.377
2024-08-15 12:00:00,Nashik,31.71,0.0,0.317
2024-08-15 18:00:00,Nashik,45.9,0.0,0.19
2024-08-16 00:00:00,Nashik,34.34,0.8,0.39
2024-08-16 06:00:00,Mumbai,30.02,0.3,0.381
2024-08-16 12:00:00,Mumbai,36.02,12.9,0.42
2024-08-16 18:00:00,Mumbai,30.26,0.0,0.269
2024-08-17 00:00:00,Mumbai,33.03,0.0,0.307
2024-08-17 06:00:00,Mumbai,31.97,0.2,0.338
2024-08-17 12:00:00,Nashik,33.79,3.1,0.375
2024-08-17 18:00:00,Pune,36.56,0.7,0.333
2024-08-18 00:00:00,Pune,32.65,0.0,0.431
2024-08-18 06:00:00,Mumbai,36.29,0.0,0.317
2024-08-18 12:00:00,Pune,34.01,0.0,0.347
2024-08-18 18:00:00,Pune,33.14,0.0,0.42
2024-08-19 00:00:00,Pune,34.59,1.0,0.37
2024-08-19 06:00:00,Nashik,36.73,2.8,0.3
2024-08-19 12:00:00,Mumbai,33.88,0.0,0.319
2024-08-19 18:00:00,Mumbai,30.61,0.0,0.392
2024-08-20 00:00:00,Mumbai,31.12,0.0,0.265
2024-08-20 06:00:00,Nashik,32.63,0.0,0.32
2024-08-20 12:00:00,Pune,36.32,0.0,0.312
2024-08-20 18:00:00,Pune,38.01,1.6,0.313
2024-08-21 00:00:00,Nashik,33.83,0.0,0.381
2024-08-21 06:00:00,Mumbai,32.88,12.1,0.373
2024-08-21 12:00:00,Nashik,33.25,0.6,0.392
2024-08-21 18:00:00,Nashik,35.95,4.6,0.324
2024-08-22 00:00:00,Pune,38.03,0.0,0.342
2024-08-22 06:00:00,Nashik,33.93,5.6,0.308
2024-08-22 12:00:00,Mumbai,30.26,0.0,0.298
2024-08-22 18:00:00,Pune,35.04,0.0,0.371
2024-08-23 00:00:00,Mumbai,30.53,16.4,0.36
2024-08-23 06:00:00,Nashik,33.22,4.8,0.354
2024-08-23 12:00:00,Mumbai,34.67,6.6,0.407
2024-08-23 18:00:00,Nashik,33.68,4.0,0.254
2024-08-24 00:00:00,Mumbai,32.04,0.6,0.333
2024-08-24 06:00:00,Mumbai,36.1,0.0,0.288
2024-08-24 12:00:00,Nashik,36.97,0.0,0.258
2024-08-24 18:00:00,Mumbai,33.39,0.0,0.346
2024-08-25 00:00:00,Nashik,31.07,0.0,0.309
2024-08-25 06:00:00,Mumbai,32.0,0.0,0.297
2024-08-25 12:00:00,Mumbai,35.66,0.0,0.348
2024-08-25 18:00:00,Nashik,34.28,0.0,0.345
2024-08-26 00:00:00,Nashik,33.0,0.0,0.272
2024-08-26 06:00:00,Pune,37.0,0.0,0.283
2024-08-26 12:00:00,Nashik,34.95,0.0,0.256
2024-08-26 18:00:00,Mumbai,34.6,0.0,0.314
2024-08-27 00:00:00,Nashik,35.09,0.0,0.276
2024-08-27 06:00:00,Pune,39.87,13.9,0.413
2024-08-27 12:00:00,Mumbai,35.16,0.0,0.239
2024-08-27 18:00:00,Pune,37.9,0.0,0.371
2024-08-28 00:00:00,Pune,35.6,0.0,0.397
2024-08-28 06:00:00,Mumbai,30.74,0.0,0.407
2024-08-28 12:00:00,Pune,38.05,0.0,0.293
2024-08-28 18:00:00,Pune,35.39,0.0,0.367
2024-08-29 00:00:00,Pune,35.01,0.0,0.278
2024-08-29 06:00:00,Pune,36.81,0.0,0.318
2024-08-29 12:00:00,Mumbai,32.1,0.0,0.389
2024-08-29 18:00:00,Pune,36.47,11.9,0.32
2024-08-30 00:00:00,Mumbai,35.06,9.0,0.453
2024-08-30 06:00:00,Nashik,34.26,0.0,0.379
2024-08-30 12:00:00,Pune,34.36,34.2,0.553
2024-08-30 18:00:00,Mumbai,31.93,0.0,0.266
2024-08-31 00:00:00,Pune,39.01,20.9,0.364
2024-08-31 06:00:00,Nashik,33.1,0.0,0.297
2024-08-31 12:00:00,Pune,41.23,3.1,0.333
2024-08-31 18:00:00,Nashik,36.98,0.0,0.358
2024-09-01 00:00:00,Nashik,36.08,4.7,0.356
2024-09-01 06:00:00,Mumbai,35.66,7.8,0.325
2024-09-01 12:00:00,Pune,38.61,0.0,0.274
2024-09-01 18:00:00,Mumbai,35.68,0.0,0.286
2024-09-02 00:00:00,Mumbai,34.55,0.0,0.4
2024-09-02 06:00:00,Nashik,37.81,8.1,0.342
2024-09-02 12:00:00,Nashik,34.24,0.0,0.337
2024-09-02 18:00:00,Mumbai,36.36,0.0,0.378
2024-09-03 00:00:00,Mumbai,36.29,0.0,0.283
2024-09-03 06:00:00,Nashik,34.87,4.0,0.402
2024-09-03 12:00:00,Nashik,32.8,0.0,0.267
2024-09-03 18:00:00,Mumbai,43.89,27.7,0.467
2024-09-04 00:00:00,Mumbai,31.83,0.0,0.321
2024-09-04 06:00:00,Mumbai,31.54,0.0,0.325
2024-09-04 12:00:00,Pune,36.19,0.0,0.284
2024-09-04 18:00:00,Pune,36.04,0.0,0.311
2024-09-05 00:00:00,Pune,35.93,0.0,0.212
2024-09-05 06:00:00,Nashik,35.16,0.0,0.365
2024-09-05 12:00:00,Mumbai,32.07,0.0,0.43
2024-09-05 18:00:00,Pune,32.97,0.0,0.288
2024-09-06 00:00:00,Nashik,37.63,0.0,0.373
2024-09-06 06:00:00,Mumbai,34.02,10.8,0.341
2024-09-06 12:00:00,Pune,38.5,0.0,0.219
2024-09-06 18:00:00,Mumbai,35.12,0.0,0.297
2024-09-07 00:00:00,Mumbai,34.88,35.4,0.449
2024-09-07 06:00:00,Nashik,36.2,0.0,0.351
2024-09-07 12:00:00,Pune,37.63,0.0,0.376
2024-09-07 18:00:00,Nashik,37.22,0.0,0.235
2024-09-08 00:00:00,Mumbai,34.68,0.0,0.344
2024-09-08 06:00:00,Pune,38.65,0.0,0.24
2024-09-08 12:00:00,Pune,39.08,1.9,0.262
2024-09-08 18:00:00,Mumbai,31.72,0.0,0.323
2024-09-09 00:00:00,Nashik,35.77,0.0,0.286
2024-09-09 06:00:00,Pune,38.29,0.0,0.304
2024-09-09 12:00:00,Nashik,35.29,0.0,0.273
2024-09-09 18:00:00,Pune,37.36,0.0,0.285
2024-09-10 00:00:00,Pune,37.75,0.0,0.293
2024-09-10 06:00:00,Pune,35.85,0.0,0.261
2024-09-10 12:00:00,Nashik,30.95,1.1,0.349
2024-09-10 18:00:00,Mumbai,32.99,0.0,0.444
2024-09-11 00:00:00,Pune,33.39,0.0,0.357
2024-09-11 06:00:00,Nashik,34.57,0.0,0.259
2024-09-11 12:00:00,Pune,36.75,0.0,0.345
2024-09-11 18:00:00,Pune,36.3,31.0,0.438
2024-09-12 00:00:00,Pune,35.27,0.0,0.288
2024-09-12 06:00:00,Nashik,35.94,0.0,0.299
2024-09-12 12:00:00,Mumbai,32.84,0.0,0.35
2024-09-12 18:00:00,Mumbai,31.31,3.0,0.361
2024-09-13 00:00:00,Nashik,33.93,6.1,0.316
2024-09-13 06:00:00,Nashik,34.12,0.0,0.376
2024-09-13 12:00:00,Mumbai,34.37,0.0,0.267
2024-09-13 18:00:00,Pune,34.18,0.0,0.354
2024-09-14 00:00:00,Mumbai,35.85,0.0,0.269
2024-09-14 06:00:00,Nashik,37.07,4.0,0.339
2024-09-14 12:00:00,Mumbai,32.46,0.0,0.292
2024-09-14 18:00:00,Pune,37.17,0.0,0.317
2024-09-15 00:00:00,Mumbai,34.13,0.0,0.47
2024-09-15 06:00:00,Nashik,29.96,0.0,0.378
2024-09-15 12:00:00,Mumbai,33.08,0.0,0.345
2024-09-15 18:00:00,Nashik,35.94,0.0,0.309
2024-09-16 00:00:00,Mumbai,33.92,0.0,0.366
2024-09-16 06:00:00,Pune,37.23,16.9,0.383
2024-09-16 12:00:00,Pune,35.32,5.3,0.276
2024-09-16 18:00:00,Pune,37.79,0.0,0.289
2024-09-17 00:00:00,Nashik,33.39,0.0,0.33
2024-09-17 06:00:00,Pune,34.68,0.0,0.302
2024-09-17 12:00:00,Mumbai,37.32,19.4,0.45
2024-09-17 18:00:00,Pune,37.28,0.0,0.316
2024-09-18 00:00:00,Nashik,37.67,0.0,0.252
2024-09-18 06:00:00,Mumbai,35.26,0.0,0.424
2024-09-18 12:00:00,Mumbai,32.25,0.0,0.407
2024-09-18 18:00:00,Mumbai,35.84,0.0,0.269
2024-09-19 00:00:00,Nashik,34.74,0.0,0.345
2024-09-19 06:00:00,Mumbai,35.07,0.0,0.289
2024-09-19 12:00:00,Pune,32.3,0.0,0.346
2024-09-19 18:00:00,Mumbai,35.86,2.2,0.347
2024-09-20 00:00:00,Pune,36.53,0.0,0.361
2024-09-20 06:00:00,Mumbai,32.75,0.0,0.348
2024-09-20 12:00:00,Pune,34.25,0.0,0.248
2024-09-20 18:00:00,Pune,36.46,0.0,0.305
2024-09-21 00:00:00,Pune,38.79,0.0,0.274
2024-09-21 06:00:00,Pune,38.12,0.0,0.202
2024-09-21 12:00:00,Pune,37.78,0.0,0.308
2024-09-21 18:00:00,Mumbai,35.41,0.0,0.335
2024-09-22 00:00:00,Mumbai,31.28,11.1,0.434
2024-09-22 06:00:00,Nashik,32.19,0.0,0.322
2024-09-22 12:00:00,Nashik,36.59,0.0,0.27
2024-09-22 18:00:00,Nashik,33.91,0.0,0.386
2024-09-23 00:00:00,Pune,36.06,0.0,0.344
2024-09-23 06:00:00,Nashik,33.7,0.0,0.323
2024-09-23 12:00:00,Nashik,33.04,0.0,0.322
2024-09-23 18:00:00,Mumbai,31.05,0.0,0.349
2024-09-24 00:00:00,Nashik,30.83,0.0,0.369
2024-09-24 06:00:00,Nashik,33.99,0.0,0.317
2024-09-24 12:00:00,Nashik,39.44,0.0,0.294
2024-09-24 18:00:00,Pune,37.11,4.4,0.351
2024-09-25 00:00:00,Nashik,35.45,0.0,0.307
