timestamp,latitude,longitude,ndvi,aod,lst,rainfall,temperature
2023-01-03 18:34:33.600,18.7886,74.6247,0.7482,0.4452,28.98,0.0,29.75
2023-01-03 19:27:07.200,18.2352,81.5253,0.7441,0.5672,23.57,0.0,26.0
2023-01-03 20:19:40.800,14.1452,71.782,0.669,0.1183,26.28,0.0,28.26
2023-01-03 21:12:14.400,19.7892,81.6553,0.821,0.4729,27.69,20.9,32.15
2023-01-03 22:04:48.000,26.5576,81.3169,0.7295,0.6335,21.97,0.0,24.14
2023-01-03 22:57:21.600,24.7094,81.4254,0.7428,0.2773,25.02,5.6,24.59
2023-01-03 23:49:55.200,8.6597,76.098,0.681,0.8075,25.34,0.0,27.58
2023-01-04 00:42:28.800,10.033,88.7049,0.5767,0.2987,31.2,0.0,31.55
2023-01-04 01:35:02.400,27.1442,79.7763,0.6688,0.3171,29.55,0.0,30.88
2023-01-04 02:27:36.000,26.0383,74.2716,0.7757,0.7382,30.78,0.0,28.59
2023-01-04 03:20:09.600,21.7356,87.4689,0.6548,0.3173,33.56,0.0,33.95
2023-01-04 04:12:43.200,29.2363,86.1742,0.6843,0.0627,29.13,0.0,27.19
2023-01-04 05:05:16.800,27.4371,84.8878,0.6922,0.2795,34.67,10.8,33.38
2023-01-04 05:57:50.400,22.4445,72.2973,0.703,0.5983,27.97,0.0,31.75
2023-01-04 06:50:24.000,16.5821,71.4304,0.7611,0.8273,26.72,0.0,30.83
2023-01-04 07:42:57.600,27.5962,77.6893,0.7026,0.897,28.69,0.0,27.14
2023-01-04 08:35:31.200,11.3835,70.6751,0.6263,0.6802,34.54,10.7,35.03
2023-01-04 09:28:04.800,10.2932,75.6914,0.7475,0.5546,26.96,0.0,29.5
2023-01-04 10:20:38.400,24.1882,85.0755,0.7856,0.111,34.11,0.0,33.59
2023-01-04 11:13:12.000,20.5268,83.6475,0.8965,0.1418,32.84,0.0,30.32
2023-01-04 12:05:45.600,8.6581,81.7182,0.6647,0.651,29.97,0.0,31.37
2023-01-04 12:58:19.200,18.2366,78.078,0.8059,0.3026,22.37,0.0,27.43
2023-01-04 13:50:52.800,9.7174,80.8234,0.6888,0.0543,30.32,0.0,31.21
2023-01-04 14:43:26.400,26.9012,85.0183,0.7399,0.5546,28.55,0.0,30.1
2023-01-04 15:36:00.000,19.669,82.9879,0.7878,0.3938,30.77,0.0,28.51
2023-01-04 16:28:33.600,25.569,70.7836,0.6917,0.8916,25.44,0.0,28.96
2023-01-04 17:21:07.200,8.8687,73.3502,0.7157,0.6791,35.51,0.0,30.23
2023-01-04 18:13:40.800,21.5182,86.5936,0.6809,0.7334,28.37,0.0,28.68
2023-01-04 19:06:14.400,15.7593,77.4383,0.7347,0.0629,28.07,0.0,28.15
2023-01-04 19:58:48.000,8.5887,89.0741,0.6549,0.5415,29.42,0.0,31.24
2023-01-04 20:51:21.600,13.6668,71.7583,0.6377,0.4501,30.41,0.0,32.26
2023-01-04 21:43:55.200,9.8192,86.7006,0.6846,0.851,36.47,0.0,37.16
2023-01-04 22:36:28.800,11.0874,79.7262,0.6489,0.5364,33.6,0.0,30.69
2023-01-04 23:29:02.400,29.4207,87.6638,0.7039,0.6065,29.68,0.0,29.52
2023-01-05 00:21:36.000,19.897,82.4359,0.8063,0.6673,29.58,0.0,29.11
2023-01-05 01:14:09.600,12.4836,70.9641,0.6776,0.411,31.47,7.1,30.01
2023-01-05 02:06:43.200,14.0556,88.4154,0.688,0.8659,28.87,0.0,28.49
2023-01-05 02:59:16.800,11.2343,87.6203,0.7543,0.9153,27.88,0.0,29.62
2023-01-05 03:51:50.400,19.7549,87.4375,0.7281,0.8796,24.12,0.0,25.5
2023-01-05 04:44:24.000,26.1335,80.1792,0.8409,0.2871,34.17,15.8,29.83
2023-01-05 05:36:57.600,21.5466,86.948,0.7913,0.5008,30.68,0.0,31.36
2023-01-05 06:29:31.200,29.4198,84.9272,0.6941,0.846,27.96,16.7,28.05
2023-01-05 07:22:04.800,24.4809,76.6813,0.7168,0.3519,32.31,0.0,31.66
2023-01-05 08:14:38.400,17.646,80.9093,0.7755,0.9136,28.91,0.0,32.28
2023-01-05 09:07:12.000,22.9044,83.4423,0.708,0.263,28.3,20.0,30.09
2023-01-05 09:59:45.600,10.5916,87.4682,0.5954,0.4773,34.18,0.0,34.82
2023-01-05 10:52:19.200,27.9808,79.0374,0.7449,0.7043,25.83,0.0,26.96
2023-01-05 11:44:52.800,28.584,89.7678,0.6857,0.6031,34.45,0.0,35.0
2023-01-05 12:37:26.400,20.1145,73.1117,0.7819,0.5639,32.83,0.0,32.01
2023-01-05 13:30:00.000,11.6256,77.335,0.8021,0.5824,27.39,0.0,27.31
2023-01-05 14:22:33.600,15.2247,72.6516,0.7342,0.3165,36.78,0.0,35.55
2023-01-05 15:15:07.200,15.2779,80.8698,0.789,0.1792,33.07,0.0,31.91
2023-01-05 16:07:40.800,28.6246,81.1047,0.7237,0.4657,30.15,0.0,29.49
2023-01-05 17:00:14.400,10.1821,78.7467,0.6628,0.4301,25.72,0.0,22.95
2023-01-05 17:52:48.000,18.0716,80.7316,0.8165,0.9856,23.38,0.0,26.03
2023-01-05 18:45:21.600,27.7665,78.3866,0.7317,0.0561,32.17,0.0,34.34
2023-01-05 19:37:55.200,9.3421,76.7216,0.7038,0.5981,31.23,0.0,34.02
2023-01-05 20:30:28.800,20.3878,87.2201,0.6273,0.3114,35.98,3.8,34.66
2023-01-05 21:23:02.400,14.3107,78.0381,0.8041,0.3827,28.3,0.0,29.14
2023-01-05 22:15:36.000,23.5323,79.7043,0.7825,0.3386,31.15,0.0,29.81
2023-01-05 23:08:09.600,19.572,75.9188,0.7518,0.6698,23.64,0.0,21.86
2023-01-06 00:00:43.200,9.6507,82.616,0.6118,0.321,33.25,0.0,31.87
2023-01-06 00:53:16.800,8.6515,80.3933,0.776,0.8389,34.82,0.0,35.46
2023-01-06 01:45:50.400,8.2014,87.754,0.7393,0.698,36.56,0.0,37.45
2023-01-06 02:38:24.000,8.164,88.0868,0.7137,0.8518,34.79,0.0,33.93
2023-01-06 03:30:57.600,29.0902,85.4336,0.7198,0.3991,30.4,0.0,30.54
2023-01-06 04:23:31.200,25.8412,77.4934,0.7974,0.2512,29.74,0.0,29.83
2023-01-06 05:16:04.800,20.1366,88.6612,0.7151,0.7377,37.57,0.0,34.74
2023-01-06 06:08:38.400,22.0337,80.5043,0.8103,0.8063,29.04,0.0,27.23
2023-01-06 07:01:12.000,23.3885,82.7694,0.7811,0.3158,28.42,0.0,28.18
2023-01-06 07:53:45.600,24.5211,89.262,0.7166,0.4539,26.22,0.0,27.72
2023-01-06 08:46:19.200,14.386,85.9302,0.6992,0.6553,35.47,0.0,33.91
2023-01-06 09:38:52.800,11.2978,81.6733,0.7954,0.5651,31.41,8.9,29.19
2023-01-06 10:31:26.400,16.632,87.9833,0.7133,0.9133,37.46,0.0,35.86
2023-01-06 11:24:00.000,23.9231,71.771,0.6958,0.8287,31.48,0.0,29.37
2023-01-06 12:16:33.600,14.757,75.034,0.8065,0.6402,30.27,10.7,32.48
2023-01-06 13:09:07.200,15.8394,76.7218,0.8063,0.3362,25.44,0.0,25.37
2023-01-06 14:01:40.800,21.8189,82.4042,0.8152,0.1212,25.78,0.0,25.87
2023-01-06 14:54:14.400,22.6866,75.2241,0.792,0.7028,20.68,0.0,21.22
2023-01-06 15:46:48.000,21.5289,85.0963,0.7159,0.6168,30.36,0.0,32.68
2023-01-06 16:39:21.600,22.416,85.4363,0.7542,0.8846,32.19,0.0,31.78
2023-01-06 17:31:55.200,10.2223,89.5095,0.6113,0.9233,35.06,0.0,36.54
2023-01-06 18:24:28.800,15.2086,85.9937,0.6629,0.3189,30.11,0.0,27.72
2023-01-06 19:17:02.400,27.0103,78.8234,0.6812,0.5778,26.35,0.0,28.96
2023-01-06 20:09:36.000,18.5925,74.5299,0.7417,0.7673,32.67,0.0,30.77
2023-01-06 21:02:09.600,18.7464,71.6862,0.7095,0.5479,25.33,0.0,28.92
2023-01-06 21:54:43.200,25.3299,72.6503,0.7214,0.5179,26.59,0.0,28.55
2023-01-06 22:47:16.800,23.6323,71.7878,0.8089,0.2308,32.16,0.0,29.37
2023-01-06 23:39:50.400,10.0688,78.1131,0.7228,0.2763,29.92,0.0,29.69
2023-01-07 00:32:24.000,21.5833,71.2298,0.679,0.5517,31.77,0.0,27.91
2023-01-07 01:24:57.600,15.0083,70.1543,0.7701,0.9216,36.87,0.0,36.92
2023-01-07 02:17:31.200,22.8793,87.2414,0.767,0.4288,34.83,0.0,34.03
2023-01-07 03:10:04.800,28.8642,88.1475,0.6811,0.6108,29.48,0.0,27.97
2023-01-07 04:02:38.400,25.9719,77.821,0.7449,0.6401,26.94,0.0,27.33
2023-01-07 04:55:12.000,21.6163,88.0512,0.7726,0.7067,30.05,0.0,32.42
2023-01-07 05:47:45.600,27.6528,72.7295,0.7056,0.835,31.19,0.0,32.15
2023-01-07 06:40:19.200,10.582,76.32,0.7505,0.67,22.84,0.0,28.37
2023-01-07 07:32:52.800,25.7446,81.3716,0.7265,0.8152,33.25,0.0,34.43
2023-01-07 08:25:26.400,11.6741,89.1968,0.6841,0.3855,22.9,4.0,27.5
2023-01-07 09:18:00.000,13.7174,83.4818,0.8245,0.7517,30.11,0.0,32.18
2023-01-07 10:10:33.600,8.1664,87.5931,0.6458,0.781,39.53,0.0,38.58
2023-01-07 11:03:07.200,17.5633,79.997,0.7077,0.1398,22.45,0.0,24.58
2023-01-07 11:55:40.800,8.6405,74.7524,0.6096,0.1889,30.48,0.0,29.23
2023-01-07 12:48:14.400,28.9458,76.9608,0.7526,0.9923,26.92,0.0,29.65
2023-01-07 13:40:48.000,12.0121,74.6218,0.6817,0.5024,32.28,0.0,33.69
2023-01-07 14:33:21.600,8.3801,71.9331,0.6331,0.8239,27.5,0.0,29.23
2023-01-07 15:25:55.200,9.7435,72.6955,0.7734,0.0803,28.47,0.0,30.11
2023-01-07 16:18:28.800,28.161,71.7926,0.6913,0.1853,31.29,0.0,33.96
2023-01-07 17:11:02.400,9.7915,88.4458,0.7281,0.3489,30.48,0.0,33.45
2023-01-07 18:03:36.000,16.8804,87.736,0.7253,0.7631,30.26,4.9,30.84
2023-01-07 18:56:09.600,26.4716,82.1457,0.6883,0.7935,34.79,8.1,34.98
2023-01-07 19:48:43.200,22.1664,75.3482,0.8173,0.4675,27.78,0.0,28.21
2023-01-07 20:41:16.800,12.7225,85.1416,0.7209,0.1031,30.17,0.7,30.77
2023-01-07 21:33:50.400,24.724,72.4766,0.7335,0.223,29.31,0.0,26.85
2023-01-07 22:26:24.000,8.1899,85.4299,0.6098,0.1005,31.89,0.0,30.96
2023-01-07 23:18:57.600,21.4089,72.5511,0.7415,0.7489,29.39,0.0,30.79
2023-01-08 00:11:31.200,20.887,84.7634,0.7272,0.8523,25.01,0.0,24.9
2023-01-08 01:04:04.800,23.5232,87.8056,0.7281,0.5245,29.23,0.0,31.15
2023-01-08 01:56:38.400,11.7441,81.9027,0.7263,0.866,34.91,0.0,34.53
2023-01-08 02:49:12.000,27.0887,73.6118,0.738,0.4407,40.93,0.0,36.89
2023-01-08 03:41:45.600,9.5991,80.1587,0.7459,0.5751,35.55,0.0,33.91
2023-01-08 04:34:19.200,11.5214,73.2859,0.7163,0.3739,30.7,1.0,29.89
2023-01-08 05:26:52.800,29.1231,77.7702,0.7141,0.126,27.6,0.0,29.76
2023-01-08 06:19:26.400,10.5538,82.5772,0.6902,0.2073,29.79,0.0,29.58
2023-01-08 07:12:00.000,21.5751,78.4303,0.803,0.5797,30.89,0.0,31.46
2023-01-08 08:04:33.600,21.4305,85.6545,0.7179,0.6539,26.6,0.0,24.54
2023-01-08 08:57:07.200,23.4884,74.4774,0.6928,0.3011,29.02,0.0,26.75
2023-01-08 09:49:40.800,19.1173,87.8638,0.749,0.8325,25.32,6.1,29.18
2023-01-08 10:42:14.400,13.2429,88.8775,0.7395,0.291,30.11,0.0,27.23
2023-01-08 11:34:48.000,23.704,73.4343,0.7751,0.4161,32.46,0.0,29.26
2023-01-08 12:27:21.600,24.5288,86.4569,0.7342,0.7694,25.29,0.0,26.21
2023-01-08 13:19:55.200,16.2064,87.1623,0.7746,0.0865,30.51,0.0,32.34
2023-01-08 14:12:28.800,15.0526,77.4026,0.7707,0.3322,34.84,0.0,34.92
2023-01-08 15:05:02.400,15.1672,82.1745,0.7656,0.8642,32.04,0.0,31.48
2023-01-08 15:57:36.000,10.8914,74.6315,0.6696,0.2922,34.98,0.0,30.01
2023-01-08 16:50:09.600,23.0883,80.9915,0.8166,0.888,32.71,0.0,31.45
2023-01-08 17:42:43.200,20.1798,77.7428,0.8314,0.5384,30.54,0.0,27.22
2023-01-08 18:35:16.800,22.4063,72.9703,0.7418,0.5317,34.8,0.0,32.95
2023-01-08 19:27:50.400,23.2709,85.199,0.7573,0.5358,27.92,0.0,31.46
2023-01-08 20:20:24.000,25.1104,82.777,0.7209,0.2854,25.99,0.0,28.64
2023-01-08 21:12:57.600,16.1493,73.9522,0.7222,0.2841,29.3,0.0,32.03
2023-01-08 22:05:31.200,14.9479,75.9112,0.6763,0.1118,27.97,11.5,28.87
2023-01-08 22:58:04.800,16.6195,87.0897,0.7378,0.293,31.37,0.0,32.8
2023-01-08 23:50:38.400,29.2575,83.7277,0.6596,0.0759,29.43,0.0,31.86
2023-01-09 00:43:12.000,22.011,74.157,0.7542,0.5223,23.85,0.0,24.05
2023-01-09 01:35:45.600,13.4193,82.6972,0.8073,0.8605,31.3,0.0,29.72
2023-01-09 02:28:19.200,17.95,86.7907,0.7685,0.6966,31.11,0.0,29.08
2023-01-09 03:20:52.800,18.6896,77.5074,0.6881,0.7683,23.68,0.0,25.86
2023-01-09 04:13:26.400,21.3367,83.1197,0.7847,0.7271,26.14,0.0,27.89
2023-01-09 05:06:00.000,29.4542,77.7959,0.7138,0.6979,33.06,0.0,31.78
2023-01-09 05:58:33.600,18.9295,74.1684,0.8156,0.5209,26.32,0.0,26.64
2023-01-09 06:51:07.200,14.1206,82.6206,0.6913,0.8933,36.18,4.7,31.97
2023-01-09 07:43:40.800,25.7197,73.389,0.7242,0.8938,35.37,0.0,34.12
2023-01-09 08:36:14.400,19.8824,88.4112,0.7396,0.8771,28.66,0.0,29.82
2023-01-09 09:28:48.000,9.2159,86.7332,0.6801,0.4982,31.0,0.0,31.75
2023-01-09 10:21:21.600,16.1522,87.8586,0.7461,0.7715,34.98,7.0,32.86
2023-01-09 11:13:55.200,19.774,85.9392,0.6998,0.0652,29.4,0.0,27.14
2023-01-09 12:06:28.800,26.6023,78.1599,0.7986,0.7487,29.57,0.0,33.86
2023-01-09 12:59:02.400,27.2809,77.1576,0.695,0.5166,26.42,0.0,28.15
2023-01-09 13:51:36.000,10.0441,82.0687,0.8302,0.4063,32.73,0.0,33.35
2023-01-09 14:44:09.600,16.5306,83.4399,0.7265,0.3195,22.54,0.0,26.62
2023-01-09 15:36:43.200,8.0211,73.6305,0.7639,0.8838,31.0,7.9,30.15
2023-01-09 16:29:16.800,19.1683,87.9791,0.6526,0.2325,32.36,0.0,33.4
2023-01-09 17:21:50.400,22.2086,77.7808,0.8287,0.119,25.34,0.0,27.09
2023-01-09 18:14:24.000,23.0953,80.8521,0.826,0.8592,26.74,0.0,27.7
2023-01-09 19:06:57.600,10.2568,75.261,0.7546,0.4768,26.63,0.0,27.79
2023-01-09 19:59:31.200,25.9844,71.3399,0.6834,0.9461,28.27,0.0,31.93
2023-01-09 20:52:04.800,8.5893,71.7956,0.6358,0.1094,40.95,0.0,36.37
2023-01-09 21:44:38.400,13.0017,74.1276,0.689,0.1167,31.41,2.6,29.84
2023-01-09 22:37:12.000,20.0884,86.0777,0.7052,0.0837,26.91,0.0,28.81
2023-01-09 23:29:45.600,16.1335,87.9728,0.7225,0.8892,33.64,0.0,33.34
2023-01-10 00:22:19.200,12.7379,86.6853,0.7899,0.599,30.64,12.4,31.23
2023-01-10 01:14:52.800,9.4965,83.052,0.7482,0.3773,38.7,0.0,40.52
2023-01-10 02:07:26.400,18.5003,80.3834,0.7665,0.8612,26.77,0.0,26.69
2023-01-10 03:00:00.000,26.136,70.4204,0.7253,0.7051,30.6,0.0,32.12
2023-01-10 03:52:33.600,17.0934,83.5932,0.7049,0.1443,24.0,20.0,26.28
2023-01-10 04:45:07.200,24.1383,79.8925,0.7822,0.7643,30.89,0.0,32.52
2023-01-10 05:37:40.800,11.3291,86.3376,0.7928,0.2267,32.8,0.0,33.22
2023-01-10 06:30:14.400,21.0373,88.5175,0.7128,0.2787,26.69,0.0,26.0
2023-01-10 07:22:48.000,9.6597,81.1951,0.6018,0.5075,33.93,0.0,31.83
2023-01-10 08:15:21.600,17.299,72.9978,0.7743,0.0698,31.06,0.0,29.41
2023-01-10 09:07:55.200,12.8444,80.6541,0.8139,0.2209,26.82,0.0,26.99
2023-01-10 10:00:28.800,25.4786,83.7931,0.864,0.9857,26.15,0.0,27.72
2023-01-10 10:53:02.400,20.5003,77.2811,0.83,0.8319,25.78,0.0,23.58
2023-01-10 11:45:36.000,27.2638,76.8011,0.6994,0.4456,30.72,0.0,31.9
2023-01-10 12:38:09.600,22.4762,87.8547,0.7381,0.3144,33.29,0.0,33.17
2023-01-10 13:30:43.200,19.3556,75.3454,0.7403,0.4955,25.77,0.0,27.18
2023-01-10 14:23:16.800,25.2605,87.7558,0.7176,0.3705,35.34,0.0,34.79
2023-01-10 15:15:50.400,17.2569,87.5844,0.7347,0.819,29.51,0.0,30.01
2023-01-10 16:08:24.000,17.0787,82.5288,0.7841,0.9249,30.12,0.0,30.39
2023-01-10 17:00:57.600,12.2515,72.3171,0.6512,0.9234,41.7,0.0,37.78
2023-01-10 17:53:31.200,26.2982,74.8501,0.7276,0.5707,22.9,4.9,26.62
2023-01-10 18:46:04.800,25.9339,85.3436,0.7295,0.8368,31.69,4.4,32.39
2023-01-10 19:38:38.400,13.8869,87.4311,0.7095,0.2043,25.97,0.0,26.25
2023-01-10 20:31:12.000,9.7138,84.27,0.6371,0.4393,33.16,0.0,33.2
2023-01-10 21:23:45.600,11.7582,78.6634,0.6963,0.3763,32.21,0.0,30.38
2023-01-10 22:16:19.200,21.536,76.4568,0.775,0.2796,24.56,0.0,25.68
2023-01-10 23:08:52.800,9.6876,79.1256,0.6367,0.1854,28.44,5.7,29.65
2023-01-11 00:01:26.400,29.6516,76.1131,0.6657,0.4262,26.74,0.0,28.07
2023-01-11 00:54:00.000,21.6302,72.5708,0.7613,0.6136,29.43,0.0,30.07
2023-01-11 01:46:33.600,17.5472,87.9829,0.7389,0.2708,27.67,0.0,26.46
2023-01-11 02:39:07.200,12.8918,79.2572,0.6918,0.1534,27.19,0.0,25.18
2023-01-11 03:31:40.800,14.615,82.9877,0.7481,0.9652,36.67,10.7,33.83
2023-01-11 04:24:14.400,29.5852,79.6723,0.7799,0.7631,34.31,0.0,31.61
2023-01-11 05:16:48.000,8.7565,76.0546,0.619,0.5511,33.83,14.7,33.23
2023-01-11 06:09:21.600,26.3098,89.3642,0.7603,0.1721,35.96,0.0,37.3
2023-01-11 07:01:55.200,25.8293,73.5784,0.7358,0.6122,27.35,0.0,28.49
2023-01-11 07:54:28.800,29.2566,82.5454,0.7584,0.4633,27.8,0.0,28.14
2023-01-11 08:47:02.400,14.3973,87.3252,0.704,0.8285,32.37,0.0,30.47
2023-01-11 09:39:36.000,26.0547,71.014,0.7175,0.2064,33.55,0.0,32.27
2023-01-11 10:32:09.600,27.6957,87.5079,0.5945,0.2238,24.9,0.0,26.34
2023-01-11 11:24:43.200,14.2922,84.0746,0.7473,0.9488,32.6,0.0,32.56
2023-01-11 12:17:16.800,26.646,83.2305,0.7176,0.0841,22.77,7.0,23.49
2023-01-11 13:09:50.400,28.4224,85.6557,0.5975,0.5447,32.24,0.0,32.75
2023-01-11 14:02:24.000,16.9733,82.4301,0.8244,0.0775,30.72,17.1,31.71
2023-01-11 14:54:57.600,27.9342,80.8192,0.668,0.085,30.56,1.1,30.68
2023-01-11 15:47:31.200,9.0257,70.6136,0.6749,0.8758,32.32,0.0,30.26
2023-01-11 16:40:04.800,9.0532,82.536,0.749,0.8206,31.76,0.0,31.4
2023-01-11 17:32:38.400,22.5703,86.1073,0.7121,0.1338,28.94,3.1,26.89
2023-01-11 18:25:12.000,29.8831,75.5137,0.7743,0.4295,32.58,13.5,29.11
2023-01-11 19:17:45.600,20.5088,86.7209,0.6594,0.9325,36.0,0.0,32.49
2023-01-11 20:10:19.200,26.1496,88.0778,0.6179,0.0761,33.67,0.0,33.06
2023-01-11 21:02:52.800,26.9733,80.7174,0.7823,0.9935,24.2,11.2,27.35
