Date/Time,Location,Temperature (°C),Humidity (%),Rainfall (mm)
1990-01-06,Pune,19.46,48.58,3.23
1990-01-06,Mumbai,19.46,48.58,3.23
1990-01-06,Delhi,19.46,48.58,3.23
1990-01-06,Chennai,19.46,48.58,3.23
1990-01-06,Bangalore,19.46,48.58,3.23
1990-01-06,Hyderabad,19.46,48.58,3.23
1990-01-06,Kolkata,19.46,48.58,3.23
1990-01-06,Jaipur,19.46,48.58,3.23
1990-01-07,Pune,13.57,59.15,7.72
1990-01-07,Mumbai,13.57,59.15,7.72
1990-01-07,Delhi,13.57,59.15,7.72
1990-01-07,Chennai,13.57,59.15,7.72
1990-01-07,Bangalore,13.57,59.15,7.72
1990-01-07,Hyderabad,13.57,59.15,7.72
1990-01-07,Kolkata,13.57,59.15,7.72
1990-01-07,Jaipur,13.57,59.15,7.72
1990-01-08,Pune,7.82,56.57,8.23
1990-01-08,Mumbai,7.82,56.57,8.23
1990-01-08,Delhi,7.82,56.57,8.23
1990-01-08,Chennai,7.82,56.57,8.23
1990-01-08,Bangalore,7.82,56.57,8.23
1990-01-08,Hyderabad,7.82,56.57,8.23
1990-01-08,Kolkata,7.82,56.57,8.23
1990-01-08,Jaipur,7.82,56.57,8.23
1990-01-09,Pune,15.05,70.23,6.19
1990-01-09,Mumbai,15.05,70.23,6.19
1990-01-09,Delhi,15.05,70.23,6.19
1990-01-09,Chennai,15.05,70.23,6.19
1990-01-09,Bangalore,15.05,70.23,6.19
1990-01-09,Hyderabad,15.05,70.23,6.19
1990-01-09,Kolkata,15.05,70.23,6.19
1990-01-09,Jaipur,15.05,70.23,6.19
1990-01-10,Pune,18.3,64.2,5.01
1990-01-10,Mumbai,18.3,64.2,5.01
1990-01-10,Delhi,18.3,64.2,5.01
1990-01-10,Chennai,18.3,64.2,5.01
1990-01-10,Bangalore,18.3,64.2,5.01
1990-01-10,Hyderabad,18.3,64.2,5.01
1990-01-10,Kolkata,18.3,64.2,5.01
1990-01-10,Jaipur,18.3,64.2,5.01
1990-01-11,Pune,9.15,68.42,12.72
1990-01-11,Mumbai,9.15,68.42,12.72
1990-01-11,Delhi,9.15,68.42,12.72
1990-01-11,Chennai,9.15,68.42,12.72
1990-01-11,Bangalore,9.15,68.42,12.72
1990-01-11,Hyderabad,9.15,68.42,12.72
1990-01-11,Kolkata,9.15,68.42,12.72
1990-01-11,Jaipur,9.15,68.42,12.72
1990-01-12,Pune,18.46,58.36,4.95
1990-01-12,Mumbai,18.46,58.36,4.95
1990-01-12,Delhi,18.46,58.36,4.95
1990-01-12,Chennai,18.46,58.36,4.95
1990-01-12,Bangalore,18.46,58.36,4.95
1990-01-12,Hyderabad,18.46,58.36,4.95
1990-01-12,Kolkata,18.46,58.36,4.95
1990-01-12,Jaipur,18.46,58.36,4.95
1990-01-13,Pune,14.47,48.6,3.09
1990-01-13,Mumbai,14.47,48.6,3.09
1990-01-13,Delhi,14.47,48.6,3.09
1990-01-13,Chennai,14.47,48.6,3.09
1990-01-13,Bangalore,14.47,48.6,3.09
1990-01-13,Hyderabad,14.47,48.6,3.09
1990-01-13,Kolkata,14.47,48.6,3.09
1990-01-13,Jaipur,14.47,48.6,3.09
1990-01-14,Pune,22.15,51.8,6.37
1990-01-14,Mumbai,22.15,51.8,6.37
1990-01-14,Delhi,22.15,51.8,6.37
1990-01-14,Chennai,22.15,51.8,6.37
1990-01-14,Bangalore,22.15,51.8,6.37
1990-01-14,Hyderabad,22.15,51.8,6.37
1990-01-14,Kolkata,22.15,51.8,6.37
1990-01-14,Jaipur,22.15,51.8,6.37
1990-01-15,Pune,20.63,63.26,8.12
1990-01-15,Mumbai,20.63,63.26,8.12
1990-01-15,Delhi,20.63,63.26,8.12
1990-01-15,Chennai,20.63,63.26,8.12
1990-01-15,Bangalore,20.63,63.26,8.12
1990-01-15,Hyderabad,20.63,63.26,8.12
1990-01-15,Kolkata,20.63,63.26,8.12
1990-01-15,Jaipur,20.63,63.26,8.12
1990-01-16,Pune,12.66,57.99,12.81
1990-01-16,Mumbai,12.66,57.99,12.81
1990-01-16,Delhi,12.66,57.99,12.81
1990-01-16,Chennai,12.66,57.99,12.81
1990-01-16,Bangalore,12.66,57.99,12.81
1990-01-16,Hyderabad,12.66,57.99,12.81
1990-01-16,Kolkata,12.66,57.99,12.81
1990-01-16,Jaipur,12.66,57.99,12.81
1990-01-17,Pune,12.69,74.83,1.65
1990-01-17,Mumbai,12.69,74.83,1.65
1990-01-17,Delhi,12.69,74.83,1.65
1990-01-17,Chennai,12.69,74.83,1.65
1990-01-17,Bangalore,12.69,74.83,1.65
1990-01-17,Hyderabad,12.69,74.83,1.65
1990-01-17,Kolkata,12.69,74.83,1.65
1990-01-17,Jaipur,12.69,74.83,1.65
1990-01-18,Pune,2.86,59.51,4.94
1990-01-18,Mumbai,2.86,59.51,4.94
1990-01-18,Delhi,2.86,59.51,4.94
1990-01-18,Chennai,2.86,59.51,4.94
1990-01-18,Bangalore,2.86,59.51,4.94
1990-01-18,Hyderabad,2.86,59.51,4.94
1990-01-18,Kolkata,2.86,59.51,4.94
1990-01-18,Jaipur,2.86,59.51,4.94
1990-01-19,Pune,11.38,54.1,3.51
1990-01-19,Mumbai,11.38,54.1,3.51
1990-01-19,Delhi,11.38,54.1,3.51
1990-01-19,Chennai,11.38,54.1,3.51
1990-01-19,Bangalore,11.38,54.1,3.51
1990-01-19,Hyderabad,11.38,54.1,3.51
1990-01-19,Kolkata,11.38,54.1,3.51
1990-01-19,Jaipur,11.38,54.1,3.51
1990-01-20,Pune,14.92,49.86,2.32
1990-01-20,Mumbai,14.92,49.86,2.32
1990-01-20,Delhi,14.92,49.86,2.32
1990-01-20,Chennai,14.92,49.86,2.32
1990-01-20,Bangalore,14.92,49.86,2.32
1990-01-20,Hyderabad,14.92,49.86,2.32
1990-01-20,Kolkata,14.92,49.86,2.32
1990-01-20,Jaipur,14.92,49.86,2.32
1990-01-21,Pune,13.24,70.94,0.69
1990-01-21,Mumbai,13.24,70.94,0.69
1990-01-21,Delhi,13.24,70.94,0.69
1990-01-21,Chennai,13.24,70.94,0.69
1990-01-21,Bangalore,13.24,70.94,0.69
1990-01-21,Hyderabad,13.24,70.94,0.69
1990-01-21,Kolkata,13.24,70.94,0.69
1990-01-21,Jaipur,13.24,70.94,0.69
1990-01-22,Pune,17.91,56.87,5.02
1990-01-22,Mumbai,17.91,56.87,5.02
1990-01-22,Delhi,17.91,56.87,5.02
1990-01-22,Chennai,17.91,56.87,5.02
1990-01-22,Bangalore,17.91,56.87,5.02
1990-01-22,Hyderabad,17.91,56.87,5.02
1990-01-22,Kolkata,17.91,56.87,5.02
1990-01-22,Jaipur,17.91,56.87,5.02
1990-01-23,Pune,15.6,55.81,0.16
1990-01-23,Mumbai,15.6,55.81,0.16
1990-01-23,Delhi,15.6,55.81,0.16
1990-01-23,Chennai,15.6,55.81,0.16
1990-01-23,Bangalore,15.6,55.81,0.16
1990-01-23,Hyderabad,15.6,55.81,0.16
1990-01-23,Kolkata,15.6,55.81,0.16
1990-01-23,Jaipur,15.6,55.81,0.16
1990-01-24,Pune,14.68,61.65,7.61
1990-01-24,Mumbai,14.68,61.65,7.61
1990-01-24,Delhi,14.68,61.65,7.61
1990-01-24,Chennai,14.68,61.65,7.61
1990-01-24,Bangalore,14.68,61.65,7.61
1990-01-24,Hyderabad,14.68,61.65,7.61
1990-01-24,Kolkata,14.68,61.65,7.61
1990-01-24,Jaipur,14.68,61.65,7.61
1990-01-25,Pune,23.17,51.81,6.14
1990-01-25,Mumbai,23.17,51.81,6.14
1990-01-25,Delhi,23.17,51.81,6.14
1990-01-25,Chennai,23.17,51.81,6.14
1990-01-25,Bangalore,23.17,51.81,6.14
1990-01-25,Hyderabad,23.17,51.81,6.14
1990-01-25,Kolkata,23.17,51.81,6.14
1990-01-25,Jaipur,23.17,51.81,6.14
1990-01-26,Pune,16.57,64.66,6.78
1990-01-26,Mumbai,16.57,64.66,6.78
1990-01-26,Delhi,16.57,64.66,6.78
1990-01-26,Chennai,16.57,64.66,6.78
1990-01-26,Bangalore,16.57,64.66,6.78
1990-01-26,Hyderabad,16.57,64.66,6.78
1990-01-26,Kolkata,16.57,64.66,6.78
1990-01-26,Jaipur,16.57,64.66,6.78
1990-01-27,Pune,21.25,65.21,5.72
1990-01-27,Mumbai,21.25,65.21,5.72
1990-01-27,Delhi,21.25,65.21,5.72
1990-01-27,Chennai,21.25,65.21,5.72
1990-01-27,Bangalore,21.25,65.21,5.72
1990-01-27,Hyderabad,21.25,65.21,5.72
1990-01-27,Kolkata,21.25,65.21,5.72
1990-01-27,Jaipur,21.25,65.21,5.72
1990-01-28,Pune,15.79,57.47,0.07
1990-01-28,Mumbai,15.79,57.47,0.07
1990-01-28,Delhi,15.79,57.47,0.07
1990-01-28,Chennai,15.79,57.47,0.07
1990-01-28,Bangalore,15.79,57.47,0.07
1990-01-28,Hyderabad,15.79,57.47,0.07
1990-01-28,Kolkata,15.79,57.47,0.07
1990-01-28,Jaipur,15.79,57.47,0.07
1990-01-29,Pune,13.01,67.59,0.65
1990-01-29,Mumbai,13.01,67.59,0.65
1990-01-29,Delhi,13.01,67.59,0.65
1990-01-29,Chennai,13.01,67.59,0.65
1990-01-29,Bangalore,13.01,67.59,0.65
1990-01-29,Hyderabad,13.01,67.59,0.65
1990-01-29,Kolkata,13.01,67.59,0.65
1990-01-29,Jaipur,13.01,67.59,0.65
1990-01-30,Pune,14.72,51.0,0.55
1990-01-30,Mumbai,14.72,51.0,0.55
1990-01-30,Delhi,14.72,51.0,0.55
1990-01-30,Chennai,14.72,51.0,0.55
1990-01-30,Bangalore,14.72,51.0,0.55
1990-01-30,Hyderabad,14.72,51.0,0.55
1990-01-30,Kolkata,14.72,51.0,0.55
1990-01-30,Jaipur,14.72,51.0,0.55
1990-01-31,Pune,11.98,65.89,2.53
1990-01-31,Mumbai,11.98,65.89,2.53
1990-01-31,Delhi,11.98,65.89,2.53
1990-01-31,Chennai,11.98,65.89,2.53
1990-01-31,Bangalore,11.98,65.89,2.53
1990-01-31,Hyderabad,11.98,65.89,2.53
1990-01-31,Kolkata,11.98,65.89,2.53
1990-01-31,Jaipur,11.98,65.89,2.53
1990-02-01,Pune,11.71,57.43,7.53
1990-02-01,Mumbai,11.71,57.43,7.53
1990-02-01,Delhi,11.71,57.43,7.53
1990-02-01,Chennai,11.71,57.43,7.53
1990-02-01,Bangalore,11.71,57.43,7.53
1990-02-01,Hyderabad,11.71,57.43,7.53
1990-02-01,Kolkata,11.71,57.43,7.53
1990-02-01,Jaipur,11.71,57.43,7.53
1990-02-02,Pune,18.31,49.93,4.72
1990-02-02,Mumbai,18.31,49.93,4.72
1990-02-02,Delhi,18.31,49.93,4.72
1990-02-02,Chennai,18.31,49.93,4.72
1990-02-02,Bangalore,18.31,49.93,4.72
1990-02-02,Hyderabad,18.31,49.93,4.72
1990-02-02,Kolkata,18.31,49.93,4.72
1990-02-02,Jaipur,18.31,49.93,4.72
1990-02-03,Pune,12.26,47.92,5.98
1990-02-03,Mumbai,12.26,47.92,5.98
1990-02-03,Delhi,12.26,47.92,5.98
1990-02-03,Chennai,12.26,47.92,5.98
1990-02-03,Bangalore,12.26,47.92,5.98
1990-02-03,Hyderabad,12.26,47.92,5.98
1990-02-03,Kolkata,12.26,47.92,5.98
1990-02-03,Jaipur,12.26,47.92,5.98
1990-02-04,Pune,10.8,51.8,10.67
1990-02-04,Mumbai,10.8,51.8,10.67
1990-02-04,Delhi,10.8,51.8,10.67
1990-02-04,Chennai,10.8,51.8,10.67
1990-02-04,Bangalore,10.8,51.8,10.67
1990-02-04,Hyderabad,10.8,51.8,10.67
1990-02-04,Kolkata,10.8,51.8,10.67
1990-02-04,Jaipur,10.8,51.8,10.67
1990-02-05,Pune,23.16,56.36,7.98
1990-02-05,Mumbai,23.16,56.36,7.98
1990-02-05,Delhi,23.16,56.36,7.98
1990-02-05,Chennai,23.16,56.36,7.98
1990-02-05,Bangalore,23.16,56.36,7.98
1990-02-05,Hyderabad,23.16,56.36,7.98
1990-02-05,Kolkata,23.16,56.36,7.98
1990-02-05,Jaipur,23.16,56.36,7.98
1990-02-06,Pune,13.45,66.09,4.13
1990-02-06,Mumbai,13.45,66.09,4.13
1990-02-06,Delhi,13.45,66.09,4.13
1990-02-06,Chennai,13.45,66.09,4.13
1990-02-06,Bangalore,13.45,66.09,4.13
1990-02-06,Hyderabad,13.45,66.09,4.13
1990-02-06,Kolkata,13.45,66.09,4.13
1990-02-06,Jaipur,13.45,66.09,4.13
1990-02-07,Pune,13.2,68.66,6.06
1990-02-07,Mumbai,13.2,68.66,6.06
1990-02-07,Delhi,13.2,68.66,6.06
1990-02-07,Chennai,13.2,68.66,6.06
1990-02-07,Bangalore,13.2,68.66,6.06
1990-02-07,Hyderabad,13.2,68.66,6.06
1990-02-07,Kolkata,13.2,68.66,6.06
1990-02-07,Jaipur,13.2,68.66,6.06
1990-02-08,Pune,11.01,64.7,2.37
1990-02-08,Mumbai,11.01,64.7,2.37
1990-02-08,Delhi,11.01,64.7,2.37
1990-02-08,Chennai,11.01,64.7,2.37
1990-02-08,Bangalore,11.01,64.7,2.37
1990-02-08,Hyderabad,11.01,64.7,2.37
1990-02-08,Kolkata,11.01,64.7,2.37
1990-02-08,Jaipur,11.01,64.7,2.37
1990-02-09,Pune,10.37,64.25,2.8
1990-02-09,Mumbai,10.37,64.25,2.8
1990-02-09,Delhi,10.37,64.25,2.8
1990-02-09,Chennai,10.37,64.25,2.8
1990-02-09,Bangalore,10.37,64.25,2.8
1990-02-09,Hyderabad,10.37,64.25,2.8
1990-02-09,Kolkata,10.37,64.25,2.8
1990-02-09,Jaipur,10.37,64.25,2.8
1990-02-10,Pune,13.92,53.99,1.92
1990-02-10,Mumbai,13.92,53.99,1.92
1990-02-10,Delhi,13.92,53.99,1.92
1990-02-10,Chennai,13.92,53.99,1.92
1990-02-10,Bangalore,13.92,53.99,1.92
1990-02-10,Hyderabad,13.92,53.99,1.92
1990-02-10,Kolkata,13.92,53.99,1.92
1990-02-10,Jaipur,13.92,53.99,1.92
1990-02-11,Pune,9.03,68.2,0.19
1990-02-11,Mumbai,9.03,68.2,0.19
1990-02-11,Delhi,9.03,68.2,0.19
1990-02-11,Chennai,9.03,68.2,0.19
1990-02-11,Bangalore,9.03,68.2,0.19
1990-02-11,Hyderabad,9.03,68.2,0.19
1990-02-11,Kolkata,9.03,68.2,0.19
1990-02-11,Jaipur,9.03,68.2,0.19
1990-02-12,Pune,13.14,44.77,4.62
1990-02-12,Mumbai,13.14,44.77,4.62
1990-02-12,Delhi,13.14,44.77,4.62
1990-02-12,Chennai,13.14,44.77,4.62
1990-02-12,Bangalore,13.14,44.77,4.62
1990-02-12,Hyderabad,13.14,44.77,4.62
1990-02-12,Kolkata,13.14,44.77,4.62
1990-02-12,Jaipur,13.14,44.77,4.62
1990-02-13,Pune,17.25,62.44,3.09
1990-02-13,Mumbai,17.25,62.44,3.09
1990-02-13,Delhi,17.25,62.44,3.09
1990-02-13,Chennai,17.25,62.44,3.09
1990-02-13,Bangalore,17.25,62.44,3.09
1990-02-13,Hyderabad,17.25,62.44,3.09
1990-02-13,Kolkata,17.25,62.44,3.09
1990-02-13,Jaipur,17.25,62.44,3.09
1990-02-14,Pune,12.86,72.59,3.1
1990-02-14,Mumbai,12.86,72.59,3.1
1990-02-14,Delhi,12.86,72.59,3.1
1990-02-14,Chennai,12.86,72.59,3.1
1990-02-14,Bangalore,12.86,72.59,3.1
1990-02-14,Hyderabad,12.86,72.59,3.1
1990-02-14,Kolkata,12.86,72.59,3.1
1990-02-14,Jaipur,12.86,72.59,3.1
1990-02-15,Pune,14.09,60.78,6.69
1990-02-15,Mumbai,14.09,60.78,6.69
1990-02-15,Delhi,14.09,60.78,6.69
1990-02-15,Chennai,14.09,60.78,6.69
1990-02-15,Bangalore,14.09,60.78,6.69
1990-02-15,Hyderabad,14.09,60.78,6.69
1990-02-15,Kolkata,14.09,60.78,6.69
1990-02-15,Jaipur,14.09,60.78,6.69
1990-02-16,Pune,17.48,71.5,6.8
1990-02-16,Mumbai,17.48,71.5,6.8
1990-02-16,Delhi,17.48,71.5,6.8
1990-02-16,Chennai,17.48,71.5,6.8
1990-02-16,Bangalore,17.48,71.5,6.8
1990-02-16,Hyderabad,17.48,71.5,6.8
1990-02-16,Kolkata,17.48,71.5,6.8
1990-02-16,Jaipur,17.48,71.5,6.8
1990-02-17,Pune,17.2,62.0,2.5
1990-02-17,Mumbai,17.2,62.0,2.5
1990-02-17,Delhi,17.2,62.0,2.5
1990-02-17,Chennai,17.2,62.0,2.5
1990-02-17,Bangalore,17.2,62.0,2.5
1990-02-17,Hyderabad,17.2,62.0,2.5
1990-02-17,Kolkata,17.2,62.0,2.5
1990-02-17,Jaipur,17.2,62.0,2.5
1990-02-18,Pune,17.27,55.16,0.0
1990-02-18,Mumbai,17.27,55.16,0.0
1990-02-18,Delhi,17.27,55.16,0.0
1990-02-18,Chennai,17.27,55.16,0.0
1990-02-18,Bangalore,17.27,55.16,0.0
1990-02-18,Hyderabad,17.27,55.16,0.0
1990-02-18,Kolkata,17.27,55.16,0.0
1990-02-18,Jaipur,17.27,55.16,0.0
1990-02-19,Pune,17.51,56.58,7.95
1990-02-19,Mumbai,17.51,56.58,7.95
1990-02-19,Delhi,17.51,56.58,7.95
1990-02-19,Chennai,17.51,56.58,7.95
1990-02-19,Bangalore,17.51,56.58,7.95
1990-02-19,Hyderabad,17.51,56.58,7.95
1990-02-19,Kolkata,17.51,56.58,7.95
1990-02-19,Jaipur,17.51,56.58,7.95
1990-02-20,Pune,21.43,48.89,8.21
1990-02-20,Mumbai,21.43,48.89,8.21
1990-02-20,Delhi,21.43,48.89,8.21
1990-02-20,Chennai,21.43,48.89,8.21
1990-02-20,Bangalore,21.43,48.89,8.21
1990-02-20,Hyderabad,21.43,48.89,8.21
1990-02-20,Kolkata,21.43,48.89,8.21
1990-02-20,Jaipur,21.43,48.89,8.21
1990-02-21,Pune,16.23,53.99,2.27
1990-02-21,Mumbai,16.23,53.99,2.27
1990-02-21,Delhi,16.23,53.99,2.27
1990-02-21,Chennai,16.23,53.99,2.27
1990-02-21,Bangalore,16.23,53.99,2.27
1990-02-21,Hyderabad,16.23,53.99,2.27
1990-02-21,Kolkata,16.23,53.99,2.27
1990-02-21,Jaipur,16.23,53.99,2.27
1990-02-22,Pune,20.73,58.22,1.48
1990-02-22,Mumbai,20.73,58.22,1.48
1990-02-22,Delhi,20.73,58.22,1.48
1990-02-22,Chennai,20.73,58.22,1.48
1990-02-22,Bangalore,20.73,58.22,1.48
1990-02-22,Hyderabad,20.73,58.22,1.48
1990-02-22,Kolkata,20.73,58.22,1.48
1990-02-22,Jaipur,20.73,58.22,1.48
1990-02-23,Pune,10.96,56.42,11.44
1990-02-23,Mumbai,10.96,56.42,11.44
1990-02-23,Delhi,10.96,56.42,11.44
1990-02-23,Chennai,10.96,56.42,11.44
1990-02-23,Bangalore,10.96,56.42,11.44
1990-02-23,Hyderabad,10.96,56.42,11.44
1990-02-23,Kolkata,10.96,56.42,11.44
1990-02-23,Jaipur,10.96,56.42,11.44
1990-02-24,Pune,11.16,69.77,7.73
1990-02-24,Mumbai,11.16,69.77,7.73
1990-02-24,Delhi,11.16,69.77,7.73
1990-02-24,Chennai,11.16,69.77,7.73
1990-02-24,Bangalore,11.16,69.77,7.73
1990-02-24,Hyderabad,11.16,69.77,7.73
1990-02-24,Kolkata,11.16,69.77,7.73
1990-02-24,Jaipur,11.16,69.77,7.73
1990-02-25,Pune,20.02,64.37,6.43
1990-02-25,Mumbai,20.02,64.37,6.43
1990-02-25,Delhi,20.02,64.37,6.43
1990-02-25,Chennai,20.02,64.37,6.43
1990-02-25,Bangalore,20.02,64.37,6.43
1990-02-25,Hyderabad,20.02,64.37,6.43
1990-02-25,Kolkata,20.02,64.37,6.43
1990-02-25,Jaipur,20.02,64.37,6.43
1990-02-26,Pune,10.87,61.19,5.73
1990-02-26,Mumbai,10.87,61.19,5.73
1990-02-26,Delhi,10.87,61.19,5.73
1990-02-26,Chennai,10.87,61.19,5.73
1990-02-26,Bangalore,10.87,61.19,5.73
1990-02-26,Hyderabad,10.87,61.19,5.73
1990-02-26,Kolkata,10.87,61.19,5.73
1990-02-26,Jaipur,10.87,61.19,5.73
1990-02-27,Pune,16.63,74.66,0.05
1990-02-27,Mumbai,16.63,74.66,0.05
1990-02-27,Delhi,16.63,74.66,0.05
1990-02-27,Chennai,16.63,74.66,0.05
1990-02-27,Bangalore,16.63,74.66,0.05
1990-02-27,Hyderabad,16.63,74.66,0.05
1990-02-27,Kolkata,16.63,74.66,0.05
1990-02-27,Jaipur,16.63,74.66,0.05
1990-02-28,Pune,22.62,55.42,9.95
1990-02-28,Mumbai,22.62,55.42,9.95
1990-02-28,Delhi,22.62,55.42,9.95
1990-02-28,Chennai,22.62,55.42,9.95
1990-02-28,Bangalore,22.62,55.42,9.95
1990-02-28,Hyderabad,22.62,55.42,9.95
1990-02-28,Kolkata,22.62,55.42,9.95
1990-02-28,Jaipur,22.62,55.42,9.95
1990-03-01,Pune,28.43,55.77,4.82
1990-03-01,Mumbai,28.43,55.77,4.82
1990-03-01,Delhi,28.43,55.77,4.82
1990-03-01,Chennai,28.43,55.77,4.82
1990-03-01,Bangalore,28.43,55.77,4.82
1990-03-01,Hyderabad,28.43,55.77,4.82
1990-03-01,Kolkata,28.43,55.77,4.82
1990-03-01,Jaipur,28.43,55.77,4.82
1990-03-02,Pune,34.1,33.94,9.17
1990-03-02,Mumbai,34.1,33.94,9.17
1990-03-02,Delhi,34.1,33.94,9.17
1990-03-02,Chennai,34.1,33.94,9.17
1990-03-02,Bangalore,34.1,33.94,9.17
1990-03-02,Hyderabad,34.1,33.94,9.17
1990-03-02,Kolkata,34.1,33.94,9.17
1990-03-02,Jaipur,34.1,33.94,9.17
1990-03-03,Pune,26.29,56.56,1.26
1990-03-03,Mumbai,26.29,56.56,1.26
1990-03-03,Delhi,26.29,56.56,1.26
1990-03-03,Chennai,26.29,56.56,1.26
1990-03-03,Bangalore,26.29,56.56,1.26
1990-03-03,Hyderabad,26.29,56.56,1.26
1990-03-03,Kolkata,26.29,56.56,1.26
1990-03-03,Jaipur,26.29,56.56,1.26
1990-03-04,Pune,31.85,57.44,0.11
1990-03-04,Mumbai,31.85,57.44,0.11
1990-03-04,Delhi,31.85,57.44,0.11
1990-03-04,Chennai,31.85,57.44,0.11
1990-03-04,Bangalore,31.85,57.44,0.11
1990-03-04,Hyderabad,31.85,57.44,0.11
1990-03-04,Kolkata,31.85,57.44,0.11
1990-03-04,Jaipur,31.85,57.44,0.11
1990-03-05,Pune,28.08,59.34,1.43
1990-03-05,Mumbai,28.08,59.34,1.43
1990-03-05,Delhi,28.08,59.34,1.43
1990-03-05,Chennai,28.08,59.34,1.43
1990-03-05,Bangalore,28.08,59.34,1.43
1990-03-05,Hyderabad,28.08,59.34,1.43
1990-03-05,Kolkata,28.08,59.34,1.43
1990-03-05,Jaipur,28.08,59.34,1.43
1990-03-06,Pune,33.33,55.17,2.84
1990-03-06,Mumbai,33.33,55.17,2.84
1990-03-06,Delhi,33.33,55.17,2.84
1990-03-06,Chennai,33.33,55.17,2.84
1990-03-06,Bangalore,33.33,55.17,2.84
1990-03-06,Hyderabad,33.33,55.17,2.84
1990-03-06,Kolkata,33.33,55.17,2.84
1990-03-06,Jaipur,33.33,55.17,2.84
1990-03-07,Pune,31.32,60.51,8.74
1990-03-07,Mumbai,31.32,60.51,8.74
1990-03-07,Delhi,31.32,60.51,8.74
1990-03-07,Chennai,31.32,60.51,8.74
1990-03-07,Bangalore,31.32,60.51,8.74
1990-03-07,Hyderabad,31.32,60.51,8.74
1990-03-07,Kolkata,31.32,60.51,8.74
1990-03-07,Jaipur,31.32,60.51,8.74
1990-03-08,Pune,32.71,34.73,2.62
1990-03-08,Mumbai,32.71,34.73,2.62
1990-03-08,Delhi,32.71,34.73,2.62
1990-03-08,Chennai,32.71,34.73,2.62
1990-03-08,Bangalore,32.71,34.73,2.62
1990-03-08,Hyderabad,32.71,34.73,2.62
1990-03-08,Kolkata,32.71,34.73,2.62
1990-03-08,Jaipur,32.71,34.73,2.62
1990-03-09,Pune,34.14,40.95,7.37
1990-03-09,Mumbai,34.14,40.95,7.37
1990-03-09,Delhi,34.14,40.95,7.37
1990-03-09,Chennai,34.14,40.95,7.37
1990-03-09,Bangalore,34.14,40.95,7.37
1990-03-09,Hyderabad,34.14,40.95,7.37
1990-03-09,Kolkata,34.14,40.95,7.37
1990-03-09,Jaipur,34.14,40.95,7.37
1990-03-10,Pune,28.21,53.9,2.73
1990-03-10,Mumbai,28.21,53.9,2.73
1990-03-10,Delhi,28.21,53.9,2.73
1990-03-10,Chennai,28.21,53.9,2.73
1990-03-10,Bangalore,28.21,53.9,2.73
1990-03-10,Hyderabad,28.21,53.9,2.73
1990-03-10,Kolkata,28.21,53.9,2.73
1990-03-10,Jaipur,28.21,53.9,2.73
1990-03-11,Pune,37.58,46.63,8.59
1990-03-11,Mumbai,37.58,46.63,8.59
1990-03-11,Delhi,37.58,46.63,8.59
1990-03-11,Chennai,37.58,46.63,8.59
1990-03-11,Bangalore,37.58,46.63,8.59
1990-03-11,Hyderabad,37.58,46.63,8.59
1990-03-11,Kolkata,37.58,46.63,8.59
1990-03-11,Jaipur,37.58,46.63,8.59
1990-03-12,Pune,23.39,57.99,6.48
1990-03-12,Mumbai,23.39,57.99,6.48
1990-03-12,Delhi,23.39,57.99,6.48
1990-03-12,Chennai,23.39,57.99,6.48
1990-03-12,Bangalore,23.39,57.99,6.48
